Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter   1222, Loss:  5.616686, PPL:  274.9767, Chunk_Size:  16, Batch_Size: 1, F: 52.29 ms, B: 147.20 msGT: ul and Celt-Iberia. It is these names that have co | PD:  these differences differences differences of of d ||, 
Iter   1223, Loss:  5.616622, PPL:  274.9590, Chunk_Size:  16, Batch_Size: 1, F: 57.73 ms, B: 142.46 msGT: beria. It is these names that have come down (with | PD:  these of differences in of of differences in of o ||, 
Iter   1224, Loss:  5.390510, PPL:  219.3152, Chunk_Size:  16, Batch_Size: 1, F: 55.85 ms, B: 137.78 msGT:  is these names that have come down (with modifica | PD:  these in differences in of of differences in of o ||, 
Iter   1225, Loss:  5.694537, PPL:  297.2390, Chunk_Size:  16, Batch_Size: 1, F: 63.26 ms, B: 118.40 msGT:  have come down (with modification) to Cornish tod | PD:  these in of in of of of in of of of in well of of ||, 
Iter   1226, Loss:  5.451208, PPL:  233.0395, Chunk_Size:  16, Batch_Size: 1, F: 62.65 ms, B: 133.70 msGT: with modification) to Cornish today including well | PD:  these in of in of of of in these of of in Ireland ||, 
Iter   1227, Loss:  5.697701, PPL:  298.1810, Chunk_Size:  16, Batch_Size: 1, F: 55.51 ms, B: 173.06 msGT:  Cornish today including well known names such as  | PD:  well names of in of in of in these names of names ||, 
Iter   1228, Loss:  5.422342, PPL:  226.4088, Chunk_Size:  16, Batch_Size: 1, F: 58.80 ms, B: 141.03 msGT:  well known names such as Arthur, Gerent and Winwa | PD:  well names of names, names of names that names na ||, 
Iter   1229, Loss:  5.518308, PPL:  249.2130, Chunk_Size:  16, Batch_Size: 1, F: 49.45 ms, B: 122.99 msGT:  as Arthur, Gerent and Winwaloe.\nCornish is one o | PD:  well names names in Ireland names that names that ||, 
Iter   1230, Loss:  5.804486, PPL:  331.7847, Chunk_Size:  16, Batch_Size: 1, F: 51.27 ms, B: 129.08 msGT: ent and Winwaloe.\nCornish is one of the oldest in | PD:  well names Celt Corn Ireland names that names and ||, 
Iter   1231, Loss:  5.607893, PPL:  272.5693, Chunk_Size:  16, Batch_Size: 1, F: 55.20 ms, B: 140.50 msGT: oe.\nCornish is one of the oldest indigenous langu | PD:  and names Celt Celtish names that have and names  ||, 
Iter   1232, Loss:  6.017572, PPL:  410.5807, Chunk_Size:  16, Batch_Size: 1, F: 50.51 ms, B: 120.80 msGT:  is one of the oldest indigenous languages of Brit | PD:  and names, is and, that have and namesish well an ||, 
Iter   1233, Loss:  5.947618, PPL:  382.8403, Chunk_Size:  16, Batch_Size: 1, F: 56.82 ms, B: 133.04 msGT:  oldest indigenous languages of Britain, with its  | PD:  and,, is and, of names and namesish well,, of and ||, 
Iter   1234, Loss:  5.361074, PPL:  212.9536, Chunk_Size:  16, Batch_Size: 1, F: 56.81 ms, B: 139.13 msGT:  Britain, with its roots stretching back thousands | PD:  and, to is and, of, and, of and,, and and ||, 
Iter   1235, Loss:  5.805549, PPL:  332.1374, Chunk_Size:  16, Batch_Size: 1, F: 57.77 ms, B: 136.80 msGT:  roots stretching back thousands of years and to t | PD:  and, of is,, of, and of of and and, of and ||, 
Iter   1236, Loss:  5.760474, PPL:  317.4989, Chunk_Size:  16, Batch_Size: 1, F: 52.60 ms, B: 133.37 msGT:  of years and to the first settlements of Britain  | PD:  and, of is and, of is and of of and and, of and ||, 
Iter   1237, Loss:  6.369215, PPL:  583.5998, Chunk_Size:  16, Batch_Size: 1, F: 48.84 ms, B: 134.58 msGT:  the first settlements of Britain (believed to be  | PD:  and, to is and, of, and of of and and, of and ||, 
Total Iterations: 1238/3000000 | Loss: 5.79668
Iter   1238, Loss:  6.293830, PPL:  541.2222, Chunk_Size:  32, Batch_Size: 1, F: 50.34 ms, B: 120.46 msGT: For those unfamiliar with Cornish, it is classed a | PD:  known and of, to of of is Arthur Arthur,, to of o ||, 
Iter   1239, Loss:  6.103843, PPL:  447.5744, Chunk_Size:  32, Batch_Size: 1, F: 52.12 ms, B: 123.87 msGT:  is classed as a p-Celtic member of the family of  | PD:  known and of, of of of is Arthur Arthur, Win the  ||, 
Iter   1240, Loss:  5.856396, PPL:  349.4625, Chunk_Size:  32, Batch_Size: 1, F: 78.77 ms, B: 111.93 msGT: ic member of the family of Celtic languages, which | PD:  of and of of of of of Britain of, of, of of of of ||, 
Iter   1241, Loss:  5.747724, PPL:  313.4764, Chunk_Size:  32, Batch_Size: 1, F: 78.43 ms, B: 149.65 msGT: , which was once spoken across much of Europe, and | PD:  of and of of of of of of of, of, of of of of olde ||, 
Iter   1242, Loss:  5.336246, PPL:  207.7313, Chunk_Size:  32, Batch_Size: 1, F: 57.55 ms, B: 118.40 msGT:  Europe, and is now restricted to the insular worl | PD:  of of of of of of of Britain of of of languages o ||, 
Iter   1243, Loss:  5.462284, PPL:  235.6349, Chunk_Size:  32, Batch_Size: 1, F: 59.59 ms, B: 126.36 msGT:  insular world and Brittany: the only surviving la | PD:  of of of of of of of Britain of of of languages o ||, 
Iter   1244, Loss:  5.080261, PPL:  160.8160, Chunk_Size:  32, Batch_Size: 1, F: 60.26 ms, B: 117.91 msGT:  surviving languages being Cornish, Welsh and Bret | PD:  ofish of ofish of languages Britain languagesish  ||, 
Iter   1245, Loss:  5.525362, PPL:  250.9772, Chunk_Size:  32, Batch_Size: 1, F: 55.68 ms, B: 136.12 msGT:  Breton (all p-Celtic), and Manx, Scots Gaelic and | PD: ishish languages languagesish of languages ( langu ||, 
Iter   1246, Loss:  5.237379, PPL:  188.1763, Chunk_Size:  32, Batch_Size: 1, F: 64.03 ms, B: 153.95 msGT:  and Manx, Scots Gaelic and Irish (all q-Celtic).\ | PD: ishish languages languagesish ( languages ( langua ||, 
Iter   1247, Loss:  5.129346, PPL:  168.9067, Chunk_Size:  32, Batch_Size: 1, F: 68.00 ms, B: 144.15 msGT:  (all q-Celtic).\nThe relationship between these t | PD:  (ish languages (ish ( languages ( languages ( lan ||, 
Iter   1248, Loss:  5.186208, PPL:  178.7893, Chunk_Size:  32, Batch_Size: 1, F: 59.10 ms, B: 130.14 msGT:  relationship between these two branches is illust | PD: elt ( languageselteltelteltelt languageselt langua ||, 
Iter   1249, Loss:  4.861586, PPL:  129.2290, Chunk_Size:  32, Batch_Size: 1, F: 59.91 ms, B: 144.85 msGT:  p-Celtic words such as peduar W and their q-Celti | PD: eltelteltelteltelteltelteltelteltelteltelteltelt ( ||, 
Iter   1250, Loss:  4.924545, PPL:  137.6268, Chunk_Size:  32, Batch_Size: 1, F: 67.56 ms, B: 123.29 msGT: uar W and their q-Celtic equivalents: cethar [Ir]. | PD: eltelteltelteltelteltelt-Celteltelteltelteltelt (e ||, 
Iter   1251, Loss:  4.977484, PPL:  145.1089, Chunk_Size:  32, Batch_Size: 1, F: 60.88 ms, B: 147.30 msGT:  equivalents: cethar [Ir].\nThe etymology, morphol | PD: -Celt-Celt-C-CTheelt-Celt-Celteltelteltelt (eltelt ||, 
Iter   1252, Loss:  4.864312, PPL:  129.5817, Chunk_Size:  32, Batch_Size: 1, F: 49.54 ms, B: 131.85 msGT: The etymology, morphology, syntax and phonology of | PD: -Celt-Celt-C andTheThe-C and-Celt-C and andelt-C a ||, 
Iter   1253, Loss:  5.048585, PPL:  155.8019, Chunk_Size:  32, Batch_Size: 1, F: 58.55 ms, B: 182.45 msGT:  and phonology of Cornish and the other Celtic lan | PD: -C and and-C-C andTheThe-C and and and and and and ||, 
Iter   1254, Loss:  5.556680, PPL:  258.9616, Chunk_Size:  32, Batch_Size: 1, F: 57.16 ms, B: 119.74 msGT:  other Celtic languages ultimately derive from a p | PD: -C and and and-C andTheThe-C and and and and and a ||, 
Iter   1255, Loss:  5.538745, PPL:  254.3587, Chunk_Size:  32, Batch_Size: 1, F: 48.29 ms, B: 136.77 msGT: ative proto-Indo European or proto-Celtic language | PD: : and and and-C andThe and-C and and and and and a ||, 
Iter   1256, Loss:  5.620729, PPL:  276.0905, Chunk_Size:  32, Batch_Size: 1, F: 57.61 ms, B: 137.15 msGT: eltic language or family of languages spoken in Br | PD: : and and and-C andThe and-C and and and and and a ||, 
Iter   1257, Loss:  5.726404, PPL:  306.8639, Chunk_Size:  32, Batch_Size: 1, F: 61.28 ms, B: 124.72 msGT:  in Britain in pre-history.\nCornish Onomastics is | PD: : and and and-C and and and-C and and and, and and ||, 
Iter   1258, Loss:  5.380890, PPL:  217.2156, Chunk_Size:  32, Batch_Size: 1, F: 89.49 ms, B: 190.77 msGT:  Onomastics is the study of onomastics (personal n | PD: : and and-C-C and and andic andic and of and and a ||, 
Iter   1259, Loss:  5.578681, PPL:  264.7223, Chunk_Size:  32, Batch_Size: 1, F: 75.67 ms, B: 166.24 msGT:  onomastics (personal name data) and toponymics (p | PD: ic andic-C of and and andic andic-C of and of andi ||, 
Iter   1260, Loss:  5.665951, PPL:  288.8625, Chunk_Size:  32, Batch_Size: 1, F: 82.64 ms, B: 163.36 msGT: ) and toponymics (place name data) in relation to  | PD: ic andicic of and and andic andicic of the of andi ||, 
Iter   1261, Loss:  5.173600, PPL:  176.5493, Chunk_Size:  32, Batch_Size: 1, F: 61.54 ms, B: 154.36 msGT:  name data) in relation to Cornwall in the Early M | PD:  the andicic theic the andic the ofic of and of an ||, 
Iter   1262, Loss:  5.280361, PPL:  196.4407, Chunk_Size:  32, Batch_Size: 1, F: 73.76 ms, B: 154.74 msGT:  the Early Medieval Period (350 CE to 1000 CE). Th | PD:  theic the Britain to ( the names the to of ( and  ||, 
Iter   1263, Loss:  4.808753, PPL:  122.5786, Chunk_Size:  32, Batch_Size: 1, F: 82.77 ms, B: 184.87 msGT:  1000 CE). These names are almost completely in th | PD:  theic)) to ( the)ics inics () ( the) ( ( in ( to  ||, 
Iter   1264, Loss:  5.190306, PPL:  179.5235, Chunk_Size:  32, Batch_Size: 1, F: 59.76 ms, B: 150.50 msGT:  almost completely in the Cornish language (the Br | PD: ic (ics (ics ( in (ics inics () ( in) ( ( in (ics  ||, 
Iter   1265, Loss:  5.180094, PPL:  177.6995, Chunk_Size:  32, Batch_Size: 1, F: 77.95 ms, B: 168.22 msGT: the Brittonic used in Cornwall and a relative of W | PD:  Britain () (ics ( in ( completely Cornwallics ( n ||, 
Iter   1266, Loss:  5.637883, PPL:  280.8674, Chunk_Size:  32, Batch_Size: 1, F: 70.74 ms, B: 140.36 msGT:  a relative of Welsh and Breton.\nSometime before  | PD:  to and toton to Cornwall to ( completely to to an ||, 
Iter   1267, Loss:  5.700708, PPL:  299.0792, Chunk_Size:  32, Batch_Size: 1, F: 70.84 ms, B: 173.21 msGT: ometime before C6 the closely related South-wester | PD: om ( in (ics Cornwall the ( completely inics ( in  ||, 
Iter   1268, Loss:  5.399349, PPL:  221.2623, Chunk_Size:  32, Batch_Size: 1, F: 59.70 ms, B: 159.29 msGT:  South-western British and Western British languag | PD: om (ics (ics Cornwall in ( completely inics ( in ( ||, 
Iter   1269, Loss:  5.489124, PPL:  242.0452, Chunk_Size:  32, Batch_Size: 1, F: 78.29 ms, B: 138.94 msGT:  started to look less like Gaulish and more like t | PD: om (ics (ics Cornwall in in to inics ( in ( ( in E ||, 
Iter   1270, Loss:  5.375873, PPL:  216.1284, Chunk_Size:  32, Batch_Size: 1, F: 53.13 ms, B: 151.24 msGT:  and more like the modern p-Celtic languages, and  | PD: om ( in ( in Cornwall ( inish inics ( in ( ( in Ea ||, 
Iter   1271, Loss:  4.965042, PPL:  143.3146, Chunk_Size:  32, Batch_Size: 1, F: 77.32 ms, B: 144.88 msGT: ic languages, and Cornish, Welsh, Breton and Cumbr | PD:  Brit ( in in in Cornwall ( and in in in ( in ( (  ||, 
Iter   1272, Loss:  5.258687, PPL:  192.2289, Chunk_Size:  32, Batch_Size: 1, F: 67.00 ms, B: 157.37 msGT: , Breton and Cumbric (extinct) began taking shape  | PD:  and and in inish ( ( andish in in ( the ( ( in in ||, 
Iter   1273, Loss:  5.387245, PPL:  218.6003, Chunk_Size:  32, Batch_Size: 1, F: 70.94 ms, B: 155.23 msGT: inct) began taking shape as modern European langua | PD:  and and the inish ( ( andish and and and the ( (  ||, 
Iter   1274, Loss:  5.197769, PPL:  180.8683, Chunk_Size:  32, Batch_Size: 1, F: 54.01 ms, B: 166.54 msGT:  languages. Cornish and Breton (from South-western | PD:  and and the andish ( ( andish and and and the (is ||, 
Iter   1275, Loss:  5.441222, PPL:  230.7239, Chunk_Size:  32, Batch_Size: 1, F: 62.15 ms, B: 137.80 msGT:  South-western British) eventually diverged from e | PD:  and and the andish and ( and and and and and the  ||, 
Iter   1276, Loss:  5.198794, PPL:  181.0538, Chunk_Size:  32, Batch_Size: 1, F: 87.26 ms, B: 144.75 msGT:  from each other during the last part of the Early | PD:  more and the andish and languages and and and and ||, 
Iter   1277, Loss:  5.144486, PPL:  171.4834, Chunk_Size:  32, Batch_Size: 1, F: 77.44 ms, B: 156.43 msGT:  the Early Medieval Period.\nThere will have been  | PD:  more and the andish and and and and and the and t ||, 
Iter   1278, Loss:  4.889418, PPL:  132.8762, Chunk_Size:  32, Batch_Size: 1, F: 62.81 ms, B: 169.59 msGT:  been dialectic differences in these regions of Br | PD:  more and the andish and and and and and the and t ||, 
Iter   1279, Loss:  4.843433, PPL:  126.9043, Chunk_Size:  32, Batch_Size: 1, F: 71.76 ms, B: 143.60 msGT:  Brittonic usage as well as differences in naming  | PD: -west and the andish and and and) and the and the  ||, 
Iter   1280, Loss:  4.841200, PPL:  126.6213, Chunk_Size:  32, Batch_Size: 1, F: 81.02 ms, B: 191.65 msGT:  in naming practice between them, but the structur | PD:  Early Corn the and well and of the)ern the and th ||, 
Iter   1281, Loss:  4.720333, PPL:  112.2056, Chunk_Size:  32, Batch_Size: 1, F: 56.69 ms, B: 209.33 msGT:  structure and many name elements of Early Cornish | PD:  Earlyic the the well as of as)ern the as the the  ||, 
Iter   1282, Loss:  4.717372, PPL:  111.8739, Chunk_Size:  32, Batch_Size: 1, F: 61.57 ms, B: 147.06 msGT: ish personal names broadly follows that of early n | PD:  Earlyic the as, as of as Earlyern the as the as t ||, 
Iter   1283, Loss:  4.828224, PPL:  124.9887, Chunk_Size:  32, Batch_Size: 1, F: 67.40 ms, B: 128.03 msGT:  names found in Britain, Ireland, Gaul and Celt-Ib | PD:  dialectic differences as, as of as dialectic the  ||, 
Iter   1284, Loss:  4.553621, PPL:   94.9757, Chunk_Size:  32, Batch_Size: 1, F: 80.58 ms, B: 183.18 msGT: ul and Celt-Iberia. It is these names that have co | PD:  dialectic broadly as,, of names personal in broad ||, 
Iter   1285, Loss:  4.574518, PPL:   96.9812, Chunk_Size:  32, Batch_Size: 1, F: 58.34 ms, B: 169.75 msGT:  is these names that have come down (with modifica | PD:  namingicish as of, of names these names broadly a ||, 
Iter   1286, Loss:  4.743636, PPL:  114.8511, Chunk_Size:  32, Batch_Size: 1, F: 55.57 ms, B: 166.50 msGT: with modification) to Cornish today including well | PD:  naming namesish as that, of names these names, na ||, 
Iter   1287, Loss:  4.711624, PPL:  111.2326, Chunk_Size:  32, Batch_Size: 1, F: 62.86 ms, B: 124.70 msGT:  well known names such as Arthur, Gerent and Winwa | PD:  these names, as of, of names these names, asish,  ||, 
Iter   1288, Loss:  4.889625, PPL:  132.9037, Chunk_Size:  32, Batch_Size: 1, F: 82.70 ms, B: 133.16 msGT: ent and Winwaloe.\nCornish is one of the oldest in | PD:  these names, as of, of names these names, as,, of ||, 
Iter   1289, Loss:  5.255713, PPL:  191.6581, Chunk_Size:  32, Batch_Size: 1, F: 71.20 ms, B: 165.72 msGT:  is one of the oldest indigenous languages of Brit | PD:  these namesish Cornish,ish) and namesish inishish ||, 
Total Iterations: 1290/3000000 | Loss: 5.23272
Iter   1290, Loss:  5.341012, PPL:  208.7239, Chunk_Size:  64, Batch_Size: 1, F: 65.63 ms, B: 156.49 msGT: For those unfamiliar with Cornish, it is classed a | PD:  and these names names,ish, Cornishish,,ish of in  ||, 
Iter   1291, Loss:  5.511384, PPL:  247.4933, Chunk_Size:  64, Batch_Size: 1, F: 68.96 ms, B: 135.52 msGT: ic member of the family of Celtic languages, which | PD:  and and names names,,,,ishish,, of of, is and and ||, 
Iter   1292, Loss:  5.402634, PPL:  221.9903, Chunk_Size:  64, Batch_Size: 1, F: 71.08 ms, B: 142.52 msGT:  Europe, and is now restricted to the insular worl | PD:  and and of of,,,,ishish,ishish of of of and and i ||, 
Iter   1293, Loss:  5.624884, PPL:  277.2400, Chunk_Size:  64, Batch_Size: 1, F: 60.29 ms, B: 189.32 msGT:  surviving languages being Cornish, Welsh and Bret | PD:  and and of of,,,,ishish,,ish of of of and and of  ||, 
Iter   1294, Loss:  5.436703, PPL:  229.6837, Chunk_Size:  64, Batch_Size: 1, F: 73.76 ms, B: 137.96 msGT:  and Manx, Scots Gaelic and Irish (all q-Celtic).\ | PD:  and and, of,,,,ishish the languagesishish of of a ||, 
Iter   1295, Loss:  5.162731, PPL:  174.6407, Chunk_Size:  64, Batch_Size: 1, F: 73.56 ms, B: 117.56 msGT:  relationship between these two branches is illust | PD:  and and, of,ic, Corn languagesic languages langua ||, 
Iter   1296, Loss:  5.268927, PPL:  194.2075, Chunk_Size:  64, Batch_Size: 1, F: 60.02 ms, B: 146.15 msGT: uar W and their q-Celtic equivalents: cethar [Ir]. | PD:  and and of of to to, Corn::-C-Cishic-C-C and and  ||, 
Iter   1297, Loss:  4.938945, PPL:  139.6229, Chunk_Size:  64, Batch_Size: 1, F: 75.55 ms, B: 181.35 msGT: The etymology, morphology, syntax and phonology of | PD:  and and of of-C-C Cornic::-C-Cicic-C-C languages  ||, 
Iter   1298, Loss:  4.668516, PPL:  106.5395, Chunk_Size:  64, Batch_Size: 1, F: 75.90 ms, B: 155.13 msGT:  other Celtic languages ultimately derive from a p | PD:  and and of of-C-C Cornicicic-C-Cicicicic language ||, 
Iter   1299, Loss:  4.896555, PPL:  133.8280, Chunk_Size:  64, Batch_Size: 1, F: 87.32 ms, B: 166.57 msGT: eltic language or family of languages spoken in Br | PD:  languages languages in oficic in Corniciciceltici ||, 
Iter   1300, Loss:  4.973575, PPL:  144.5427, Chunk_Size:  64, Batch_Size: 1, F: 86.81 ms, B: 169.16 msGT:  Onomastics is the study of onomastics (personal n | PD:  languages languages of of the and Corn Cornicic a ||, 
Iter   1301, Loss:  5.126318, PPL:  168.3960, Chunk_Size:  64, Batch_Size: 1, F: 64.79 ms, B: 131.38 msGT: ) and toponymics (place name data) in relation to  | PD:  languages languages in in in in in inomomelteltic ||, 
Iter   1302, Loss:  5.348209, PPL:  210.2315, Chunk_Size:  64, Batch_Size: 1, F: 86.70 ms, B: 164.28 msGT:  the Early Medieval Period (350 CE to 1000 CE). Th | PD: om languages in in in in in inomom inelt data the  ||, 
Iter   1303, Loss:  4.792802, PPL:  120.6389, Chunk_Size:  64, Batch_Size: 1, F: 68.18 ms, B: 136.53 msGT:  almost completely in the Cornish language (the Br | PD:  languages languages in of of of of ofishish ( ( o ||, 
Iter   1304, Loss:  5.031382, PPL:  153.1445, Chunk_Size:  64, Batch_Size: 1, F: 76.93 ms, B: 169.63 msGT:  a relative of Welsh and Breton.\nSometime before  | PD:  languages and of of of of of ofishish ( ( of of a ||, 
Iter   1305, Loss:  4.828755, PPL:  125.0552, Chunk_Size:  64, Batch_Size: 1, F: 63.87 ms, B: 181.06 msGT:  South-western British and Western British languag | PD: omic in inicsics in andicsish ( ( of of in in) and ||, 
Iter   1306, Loss:  4.827982, PPL:  124.9585, Chunk_Size:  64, Batch_Size: 1, F: 68.85 ms, B: 154.93 msGT:  and more like the modern p-Celtic languages, and  | PD:  languages languages in in and and and andicsish ( ||, 
Iter   1307, Loss:  4.847460, PPL:  127.4164, Chunk_Size:  64, Batch_Size: 1, F: 88.52 ms, B: 131.41 msGT: , Breton and Cumbric (extinct) began taking shape  | PD:  languagesic in ( and and and and inish ( British  ||, 
Iter   1308, Loss:  4.991467, PPL:  147.1522, Chunk_Size:  64, Batch_Size: 1, F: 74.25 ms, B: 136.66 msGT:  languages. Cornish and Breton (from South-western | PD: -west and ( ( and ( and and British British used a ||, 
Iter   1309, Loss:  5.062818, PPL:  158.0352, Chunk_Size:  64, Batch_Size: 1, F: 75.51 ms, B: 154.25 msGT:  from each other during the last part of the Early | PD: -west and and and and ( and and British British us ||, 
Iter   1310, Loss:  4.868614, PPL:  130.1404, Chunk_Size:  64, Batch_Size: 1, F: 71.53 ms, B: 123.63 msGT:  been dialectic differences in these regions of Br | PD:  and and and and ( ( and and Brit well and and of  ||, 
